shopID,wineID,wineName,shopName,shopAddress
200631,100631,WillaKenzie Estate 2013 Aliette Pinot Noir,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200632,100632,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200633,100633,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),Liquor Land,"32 E Green St, Champaign, IL 61820"
200634,100634,Yeringberg 2013 Viognier (Yarra Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200635,100635,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200636,100636,Marqués de Murrieta 2010 Capellanía Viura (Rioja),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200637,100637,Torbreck 2010 The Factor Shiraz (Barossa Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200638,100638,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200639,100639,Domaines Schlumberger 2010 Kitterlé Grand Cru Riesling (Alsace),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200640,100640,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200641,100641,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200642,100642,Les Belles Collines 2014 Pinot Gris (California),Liquor Land,"32 E Green St, Champaign, IL 61820"
200643,100643,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200644,100644,Melhill 2012 Chardonnay (Sonoma Coast),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200645,100645,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),Liquor Land,"32 E Green St, Champaign, IL 61820"
200646,100646,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
200647,100647,Quinta da Lagoalva de Cima 2013 Lagoalva Barrel Selection Tinto Red (Tejo),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200648,100648,Quinta do Monte Xisto 2013 Red (Douro),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200649,100649,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200650,100650,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200651,100651,Sturm 2014 Sauvignon (Collio),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200652,100652,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200653,100653,Plantagenet 2014 Riesling (Great Southern),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200654,100654,Scratch 2013 Grenache (Arroyo Seco),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200655,100655,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200656,100656,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200657,100657,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200658,100658,Fable Mountain 2011 Night Sky Red (Coastal Region),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200659,100659,Vine Cliff 2013 Chardonnay (Los Carneros),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200660,100660,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200661,100661,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200662,100662,Monte Volpe 2013 Pinot Grigio (Mendocino),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200663,100663,Palladino 2011 Ornato (Barolo),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200664,100664,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200665,100665,Pecchenino 2013 Siri d'Jermu (Dogliani Superiore),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200666,100666,Poderi Colla 2013 Costa Bruna (Barbera d'Alba),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200667,100667,Poet's Leap 2014 Riesling (Columbia Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200668,100668,Rafael Cambra 2012 Soplo Garnacha Tintorera (Valencia),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200669,100669,Raphael 2014 Virgin Berry Riesling (North Fork of Long Island),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200670,100670,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200671,100671,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200672,100672,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200673,100673,The Grapes of Roth 2014 Dry Riesling (Long Island),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200674,100674,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200675,100675,Truchard 2012 Estate Cabernet Sauvignon (Carneros),Liquor Land,"32 E Green St, Champaign, IL 61820"
200676,100676,Acacia 2013 Pinot Noir (Carneros),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200677,100677,Array 2012 Dijon Clone Chardonnay (Yakima Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200678,100678,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200679,100679,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200680,100680,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200681,100681,Bodegas Berceo 2011 Selección Crianza (Rioja),Liquor Land,"32 E Green St, Champaign, IL 61820"
200682,100682,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200683,100683,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200684,100684,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200685,100685,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200686,100686,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200687,100687,Comm. G. B. Burlotto 2011 Acclivi (Barolo),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200688,100688,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200689,100689,Mosquito Fleet 2011 Reserve 34 Cabernet Sauvignon (Red Mountain),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200690,100690,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200691,100691,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200692,100692,Nottingham Cellars 2012 Ghielmetti Vineyard Micro-lot Reserve Malbec (Livermore Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200693,100693,Poggio Argentiera 2012 Capatosta (Morellino di Scansano),Liquor Land,"32 E Green St, Champaign, IL 61820"
200694,100694,Pride Mountain 2012 Cabernet Franc (Sonoma County),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200695,100695,Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200696,100696,Ruffino 2010 Riserva Ducale Oro Gran Selezione (Chianti Classico),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200697,100697,Saint Clair 2014 Pioneer Block 20 Dillons Point Cash Block Sauvignon Blanc (Marlborough),Liquor Land,"32 E Green St, Champaign, IL 61820"
200698,100698,Soellner 2014 von Gösing Roter Veltliner (Wagram),Liquor Land,"32 E Green St, Champaign, IL 61820"
200699,100699,Woodinville Wine Cellars 2012 Little Bear Creek Red (Columbia Valley (WA)),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200700,100700,Kanonkop 2012 Estate Wine Pinotage (Simonsberg-Stellenbosch),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200701,100701,El Enemigo 2012 Bonarda (Mendoza),Liquor Land,"32 E Green St, Champaign, IL 61820"
200702,100702,Château d'Esclans 2013 Les Clans Rosé (Côtes de Provence),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200703,100703,Château Riotor 2014 Rosé (Côtes de Provence),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200704,100704,Château Sainte Marguerite 2014 Rosé (Côtes de Provence),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200705,100705,Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200706,100706,Cloudy Bay 2014 Sauvignon Blanc (Marlborough),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200707,100707,Domaine de la Bastide Blanche 2014 TwoB Rosé (Côtes de Provence),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200708,100708,Domaine du Grand Cros 2014 L'Esprit de Provence Rosé (Côtes de Provence),Liquor Land,"32 E Green St, Champaign, IL 61820"
200709,100709,Domaine Sainte-Marie 2014 VieVité Extraordinaire Rosé (Côtes de Provence),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200710,100710,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200711,100711,Dry River 2013 Pinot Noir (Martinborough),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200712,100712,Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200713,100713,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200714,100714,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200715,100715,Akarua 2012 Bannockburn Pinot Noir (Central Otago),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200716,100716,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200717,100717,Carrick 2013 Unravelled Pinot Noir (Central Otago),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200718,100718,JCB 2014 No. 5 Rosé (Côtes de Provence),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200719,100719,Casca Wines 2015 Bote Chardonnay-Fernão Pires-Vital White (Lisboa),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200720,100720,Cave de Viré 2015 Grande Réserve du Président (Mâcon-Villages),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200721,100721,Cortes de Cima 2015 Rosé (Alentejano),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200722,100722,Domaine Bousquet 2015 Cabernet Sauvignon (Tupungato),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200723,100723,Mendel 2015 Semillon (Mendoza),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200724,100724,Messias 2015 Santola White (Vinho Verde),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200725,100725,Mont Sec 2015 Mont Sec Vineyards Viognier (Texas),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200726,100726,Paolo Manzone 2012 Meriame (Barolo),Liquor Land,"32 E Green St, Champaign, IL 61820"
200727,100727,Quinta de Paços 2015 Casa de Paços Rosé (Vinho Verde),Liquor Land,"32 E Green St, Champaign, IL 61820"
200728,100728,Rascal 2014 Pinot Noir (Oregon),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200729,100729,Terrazas de Los Andes 2015 Reserva Torrontés (Salta),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200730,100730,Herdade Grande 2015 Audaz Branco White (Alentejano),Liquor Land,"32 E Green St, Champaign, IL 61820"
200731,100731,Jack's House 2013 Cabernet Sauvignon (California),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200732,100732,Kiwi Cuvée 2014 Bin 068 Chardonnay (Vin de France),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200733,100733,Domaine Michel Goubard 2014 Mont-Avril (Côte Chalonnaise),Liquor Land,"32 E Green St, Champaign, IL 61820"
200734,100734,Domaine Poulleau Père et Fils 2014 Chorey-lès-Beaune,Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200735,100735,Durigutti 2014 Bonarda (Mendoza),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200736,100736,El Esteco 2015 Don David Reserve Torrontés (Calchaquí Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200737,100737,Felten Cellars 2013 Tempranillo (Paso Robles),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200738,100738,Wines & Winemakers 2015 Casa Ermelinda Freitas Monte de Baía Rosé (Península de Setúbal),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200739,100739,Lagarde 2013 Henry Legarde Malbec (Luján de Cuyo),Liquor Land,"32 E Green St, Champaign, IL 61820"
200740,100740,Marchesi di Barolo 2009 Riserva (Barolo),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200741,100741,McPherson 2014 Sangiovese (Texas),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200742,100742,Patriarche Père et Fils 2014 Coteaux Bourguignons,Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200743,100743,Paul Reitz 2014 Saint-Véran,Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200744,100744,Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
200745,100745,Punset 2011 Campo Quadro Riserva (Barbaresco),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200746,100746,Ribafreixo 2015 Pato Frio Antão Vaz (Alentejo),Liquor Land,"32 E Green St, Champaign, IL 61820"
200747,100747,Jacob's Creek 2015 Classic Pinot Grigio (South Eastern Australia),Liquor Land,"32 E Green St, Champaign, IL 61820"
200748,100748,William Knuttel 2007 Pinot Noir (Sonoma Coast),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200749,100749,Casa Larga 2008 Fiori Delle Stelle Ice Wine Cabernet Franc (Finger Lakes),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200750,100750,Cave de Beblenheim 2009 Baron de Hoen Riesling (Alsace),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200751,100751,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),Liquor Land,"32 E Green St, Champaign, IL 61820"
200752,100752,De Martino 2010 347 Vineyards Sauvignon Blanc (Central Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200753,100753,Dopff Au Moulin 2009 Gewürztraminer (Alsace),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200754,100754,Center of Effort 2008 Effort Chardonnay (Edna Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200755,100755,El Coto 2010 Viura (Rioja),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200756,100756,Handley 2009 Gewürztraminer (Anderson Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200757,100757,Kuleto Estate 2008 Zinfandel (Napa Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200758,100758,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200759,100759,MacRostie 2008 Pinot Noir (Sonoma Coast),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200760,100760,"Monte De Oro 2006 Reserve, Vista del Monte Vineyard Syrah (Temecula Valley)",Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200761,100761,Mounts 2008 Estate Grown Syrah (Dry Creek Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200762,100762,Ninquén 2009 Antu Cabernet Sauvignon-Carmenère (Colchagua Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200763,100763,Oro de Castilla 2010 Solo Verdejo (Rueda),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200764,100764,Pablo del Villar 2010 Ipsum Verdejo-Viura (Rueda),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200765,100765,Pax 2007 Cuvée Christine Syrah (North Coast),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200766,100766,Robert Foley 2008 The Griffin Red (Napa Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200767,100767,42°S 2008 Pinot Noir (Tasmania),Liquor Land,"32 E Green St, Champaign, IL 61820"
200768,100768,Manyana 2008 Tempranillo (Cariñena),Liquor Land,"32 E Green St, Champaign, IL 61820"
200769,100769,McWilliam's Hanwood Estate 2008 Cabernet Sauvignon (South Eastern Australia),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200770,100770,Paternoster 2007 Synthesi (Aglianico del Vulture),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200771,100771,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Chardonnay (Champagne),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200772,100772,Iron Horse 2007 Ocean Reserve Sparkling (Green Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200773,100773,Jean Milan NV Grande Réserve Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200774,100774,Monte da Penha 2005 Grande Reserva Red (Alentejo),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200775,100775,Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200776,100776,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200777,100777,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200778,100778,Scubla 2008 Cràtis Verduzzo (Colli Orientali del Friuli),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200779,100779,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200780,100780,Bruno Paillard 2002 Assemblage Brut (Champagne),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200781,100781,Castello d'Albola 2003 Vin Santo del Chianti Classico,Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200782,100782,Ferrari 2001 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200783,100783,Laetitia 2008 Cuvée M Sparkling (Arroyo Grande Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200784,100784,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200785,100785,Quinta do Sagrado 2008 VT '08 Red (Douro),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200786,100786,San Pedro de Yacochuya 2012 Red (Salta),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200787,100787,Sobredos 2012 Aneto Tinto Red (Douro),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200788,100788,St. Supéry 2013 Rutherford Estate Vineyard Cabernet Sauvignon (Rutherford),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200789,100789,Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200790,100790,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200791,100791,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200792,100792,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200793,100793,Bernard Magrez 2012 La Sérénité des Grands Chênes (Médoc),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200794,100794,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200795,100795,Buttonwood 2015 Grenache Blanc (Santa Ynez Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200796,100796,Château Corbin 2014 Divin de Corbin (Saint-Émilion),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200797,100797,Château Haut-Logat 2014 Haut-Médoc,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200798,100798,Château La Branne 2014 Médoc,Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200799,100799,Château Mayne Vieil 2014 Fronsac,Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200800,100800,Château Mille-Roses 2012 Margaux,Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200801,100801,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
200802,100802,Deerfield Ranch NV Tawny Estate Syrah (Sonoma Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200803,100803,Domaine Franck Besson 2014 Le Griottier (Juliénas),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200804,100804,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),Liquor Land,"32 E Green St, Champaign, IL 61820"
200805,100805,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),Liquor Land,"32 E Green St, Champaign, IL 61820"
200806,100806,Firesteed 2012 Riesling (Oregon),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200807,100807,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200808,100808,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200809,100809,Moncaro 2015 Le Vele (Verdicchio dei Castelli di Jesi Classico),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
200810,100810,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200811,100811,Aiken 2013 Cabernet Sauvignon (Rutherford),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200812,100812,Castell 2015 Castell Silvaner (Franken),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200813,100813,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200814,100814,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200815,100815,Valdicava 2012 Rosso di Montalcino,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
200816,100816,Finn Hill 2013 Soleil Sauvignon Blanc (Wahluke Slope),Liquor Land,"32 E Green St, Champaign, IL 61820"
200817,100817,Keuka Spring 2013 Pre-Emption Vineyard Gewürztraminer (Finger Lakes),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200818,100818,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200819,100819,Les Vins Aujoux 2013 Belle Grâce (Beaujolais-Villages),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200820,100820,Mont Gravet 2013 Colombard (Côtes de Gascogne),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
200821,100821,Navardia 2013 Made With Organic Grapes (Rioja),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
200822,100822,Pata Negra NV Brut Sparkling (Cava),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
200823,100823,Ridolfi 2012 Rosso di Montalcino,Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
200824,100824,Still Waters 2010 Malbec (Paso Robles),Liquor Land,"32 E Green St, Champaign, IL 61820"
200825,100825,Stomping Ground 2010 Merlot (California),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
