wineID,name,description,winary,country,points,price,variety
100304,Cascina Adelaide 2005 4 Vigne (Barolo),"Slightly disjointed at first, this Barolo with fruit sourced from four vineyard sites, needs a few minutes to open in the glass. The wine offers tertiary aromas of cured beef, smoked bacon and white mushroom. Drink now.",Cascina Adelaide,Italy,87,56,Nebbiolo
100305,Cascina La Ghersa 2004 Vignassa (Barbera d'Asti Superiore Nizza),This aged expression from the Nizza subzone of Asti offers tertiary aromas of dried tobacco and dried prune. The variety's characteristic acidity kicks in on the finish.,Cascina La Ghersa,Italy,87,,Barbera
100306,Claudia Springs 2007 Zinfandel (Mendocino County),"Muted at first, this wine opens up nicely with time. Sweet, ripe and easy on the finish, its core is full of black pepper and clove. The grapes are sourced from several distinctive vineyards in Mendocino County. Drink it with a steak.",Claudia Springs,US,87,24,Zinfandel
100307,Cramele Recas 2009 Chardonnay (Recas),"Fragrant on the nose with fresh orange, lemon and honeysuckle aromas, this full-bodied Chard is deliciously quaffable with a concentrated apple palate and just a hint of buttered toast. Another well-made Romanian at an unbeatable bargain price.",Cramele Recas,Romania,87,7,Chardonnay
100308,Domaine Bertagna 2009 Les Dames Huguettes (Côte de Nuits-Villages),"Rich and full in the mouth, packed with red fruits and black cherries. The wine is sweet, while keeping a tannic core. Drink next year.",Domaine Bertagna,France,87,30,Pinot Noir
100309,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),"This fuller-bodied white blend offers pineapple, kiwi and citrus on the nose, and a blend of full fruit and acidity on the palate. A balanced, easygoing white that is perfect for everyday poultry, vegetable and fish meals.",Domaine Sigalas,Greece,87,18,White Blend
100310,Socré 2006 Nebbiolo (Langhe),Here's a fun and slightly less formal expression of Nebbiolo (especially when compared to the great wines of Barbaresco and Barolo) that offers tight fruit nuances of white cherry and forest berry backed by light shadings of spice and smoke.,Socré,Italy,87,20,Nebbiolo
100311,Boffa 2006 Nebbiolo (Langhe),"Aged 12 months in large oak casks, this bright Nebbiolo offers pretty aromas of small berry, tar, licorice and cigar smoke backed by tight intensity and structure. Pair this powerful wine with braised quail or pork tenderloin.",Boffa,Italy,87,18,Nebbiolo
100312,Otto's Constant Dream 2008 Syrah (Hawke's Bay),"This wine is light in color, but still packs a mouthful of flavor. It's peppery and meaty upfront, filled out on the midpalate by tart fruit that verges on cranberry in flavor. Pretty rather than potent; drink now-2014.",Otto's Constant Dream,New Zealand,87,18,Syrah
100313,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),"A good wine to drink now for its sweet, ripe berry and mocha flavors and smoky coat of oak. It has smooth tannins and a spicy finish. Give it a good decant to let it breathe for a few hours.",Mount Veeder,US,87,40,Cabernet Sauvignon
100314,Rabino 2008 Roero,"Roero Rabino is accented by sweet touches of cinnamon and nutmeg that are offset by cassis, dried blueberry, leather and tobacco. This sturdy red wine presents a very nice ensemble that is capped by a tight, astringent close.",Rabino,Italy,87,,Nebbiolo
100315,Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley),"With rich, sweet blackberry and cocoa flavors, this is a very nice Cabernet for drinking with a good meal. It's a little rough around the edges, with jaggy tannins. Ready now.",Robert Mondavi,US,87,28,Cabernet Sauvignon
100316,Bellussi NV Extra Dry (Prosecco di Valdobbiadene),"Honey, almond blossom and citrus zest are followed by creamy foam and tonic acidity. This is an easygoing Prosecco that offers a light and compact structure and bright flavors of lime and green fruit.",Bellussi,Italy,86,15,Prosecco
100317,Château Mont-Pérat 2008 Les Amants Mont-Pérat (Bordeaux Blanc),"An intriguing blend of Sauvignon Blanc and Muscadelle, which highlights the herbaceous Sauvignon character and a more perfumed Muscadelle. The two give a fresh, citrus- and pineapple-flavored wine, lively, to be enjoyed young.",Château Mont-Pérat,France,86,,Bordeaux-style White Blend
100318,Château Tour de Mirambeau 2006 Bordeaux Blanc,"Soft, ripe, dominated by peaches, pears and a rounded, toasty character. The spice is dominant, giving the wine an exotic edge. The more rounded style gives concentration as well as a fine, finishing velvet texture.",Château Tour de Mirambeau,France,86,,Bordeaux-style White Blend
100319,Aresti 2007 Reserva Merlot (Curicó Valley),"Fiery and wild at first, with aromas of cinnamon, pepper and Juicy Fruit gum. Strange as that may sound, the wine finds a more familiar place on the palate, where plum, cherry and cassis flavors are flashy and the feel is a bit clangy. Rounds out with air and settles down fairly nicely.",Aresti,Chile,86,18,Merlot
100320,Paladin 2007 Millesimato Brut Prosecco (Veneto),"Paladin produces a luminous and fresh Prosecco from the northeast of Italy with tonic aromas of peach, white stone and citrus fruit. It's an easy-drinking wine that would wash down well with appetizers and informal finger foods.",Paladin,Italy,86,20,Prosecco
100321,Perlage 2008 Col di Manza Extra Dry Millesimato (Prosecco di Valdobbiadene),Soapy aromas of bee's wax and lavender open the nose of this luminous sparkler and are followed by dried flowers and hay. There are peach-like flavors with aftertastes of green melon and lime. Grapes are grown organically and according to biodynamic principles.,Perlage,Italy,86,22,Prosecco
100322,Sant Eurosia 2007 Brut (Prosecco di Valdobbiadene),This Brut interpretation of Prosecco (“Brut” means it tastes dry in the mouth) offers tangy fizz and soda-like intensity backed by subdued aromas of white mineral and stone fruit. Pair it with puff pastry appetizers.,Sant Eurosia,Italy,86,16,Prosecco
100323,Sant Eurosia 2007 Millesimato Dry (Prosecco di Valdobbiadene),"This is a “dry” vintage Prosecco with a hint of sweetness in the mouth that is surrounded by fragrant flavors of peach, kiwi and green melon. This luminous sparkler tastes firm and tonic and makes for an informal afternoon sipper.",Sant Eurosia,Italy,86,18,Prosecco
100324,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),"Mildly minty and woody on the nose, with grass, wintergreen and cheese aromas as well as red fruit. The palate is tight and grabby, with a blast of citric acid that gives the plum and raspberry flavors a tart, decidedly “red” personality. Snappy and crisp on the finish, making it a fresh, lean style of Cabernet.",J. & F. Lurton,Chile,86,35,Cabernet Sauvignon
100325,L'Antica Quercia 2007 Matiú Brut (Prosecco di Conegliano),The wine's golden hue tells you this is Prosecco from a warmer climate (Conegliano is a few degrees warmer than Valdobbiadene) as do its aromas of mature peach and honeysuckle. The wine tastes flat and big in the mouth and offers sophisticated notes of white pepper and spice.,L'Antica Quercia,Italy,86,12,Prosecco
100326,Lucas Vineyards 2007 Vignoles (Finger Lakes),"This white has a light, delicate nose of citrus and apricot. On the palate it's smooth and balanced with lush apricot and spice flavors. A touch of acidity gives the wine lift. A lingering finish adds to its poise. Pair with a creamy cheese or sip alone.",Lucas Vineyards,US,86,11,Vignoles
100327,Marsuret NV Extra Dry (Prosecco di Valdobbiadene),Drying mineral tones face off with luscious peach flavors to create a well-balanced Extra Dry Prosecco sparkler. The bubbly offers cheerful foaming in the mouth and sweet fruit flavors on the close.,Marsuret,Italy,86,15,Prosecco
100328,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),"Opening aromas of vanilla cookie show a resemblance to Animal Crackers, while the palate is more vivacious and tangy, with flavors of orange, tangerine and apple. We wouldn't call this an elegant or refined wine, but we like its no-issues attitude and citrusy content. Probably good with salads and seafood.",De Martino,Chile,86,18,Chardonnay
100329,Beringer 2007 Alluvium Blanc White (Knights Valley),"This New World blend of Sauvignon Blanc, Sémillon, Chardonnay and Viognier is very fruity. It offers a blast of pineapples, honeysuckles, peaches and figs, with a coating of oaky, vanilla buttercream.",Beringer,US,86,16,White Blend
100330,Brutocao 2006 Reserve Zinfandel (Mendocino),"With a fruity-sugary finish, this Zin will appeal to folks who like their red wines a little on the sweet side. It has pleasantly ripe flavors of black cherries, raspberries, red currants, root beer, mocha and pepper.",Brutocao,US,86,34,Zinfandel
100331,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),"This Rhône-style blend is a little rustic and sharp in tannins and acids. It shows a polished core of jammy blackberries, cherries and spices, and could develop in a year or two.",Clos La Chance,US,86,40,Red Blend
100332,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),"Frosted aromas of orange creamsicle, lychee and melon give this an elevated, unique sort of bouquet. Among Chilean Gewürztraminers, this is one of the more expressive ones you'll find. Pineapple, mango and other tropical flavors are pleasant, while the feel is forward and fun. Drink this summer with fish and salads.",Cono Sur,Chile,86,15,Gewürztraminer
100333,Sommariva NV Palazzo Rosso Brut (Prosecco di Conegliano),"This Prosecco Brut from the slightly warmer Conegliano subzone is a perfect example of its kind. The luminous sparkler offers drying mineral tones that are embellished by pretty notes of white rose, honey, stone fruit and citrus. The mouthfeel is lean, smooth and fresh.",Sommariva,Italy,86,19,Prosecco
100334,Spagnol NV Col del Sas Extra Dry (Prosecco di Valdobbiadene),This crisp sparkler is characterized by drying mineral tones and delicate aromas of stone fruit and citrus. The wine is foamy and slightly sweet in the mouth and does an excellent job of representing this category of Italian wine.,Spagnol,Italy,86,18,Prosecco
100335,Jacquart NV Mosaïque Rosé Brut (Champagne),"A ripe, fruity wine that takes its raspberry flavor from the color. The wine has softness, a creamy character that rounds out any acidity, leaving a smooth, fruity finish.",Jacquart,France,86,42,Champagne Blend
100336,L'Antica Quercia 2007 Arió Extra Dry (Prosecco di Conegliano),"There's a unique note here of mature fruit, chopped basil or peppermint with a hint of spice or chopped white peppercorn. The bubbling seems less frothy and the wine has a flat, big feel in the mouth. Grapes were farmed organically and the wine is from the 2007 vintage, which may explain its distinctive style.",L'Antica Quercia,Italy,86,15,Prosecco
100337,Koyle 2015 Costa Pinot Noir (Colchagua Costa),"Gritty, heavily roasted aromas of peanuts and herbal berry fruits lead to a scratchy, tannic palate. This tastes of burnt oak, raw plum and currant, while the finish tastes briny and harsh. The 2012 version of this wine was much better. This is rough from front to back.",Koyle,Chile,83,35,Pinot Noir
100338,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),"An easy and inviting selection, there's a mentholated streak to the soft red currant and cherry core of this wine. Light and breezy on the palate, it offers thin, quickly dissipating flavors and a fleeting finish.",Château Notre Dame du Quatourze,France,83,16,Rosé
100339,Mémoires 2015 Rosé (Coteaux Varois en Provence),The wine is earthy and somewhat rustic. There is fruit but it is spoiled by a spicy pepper edge. Chill this drastically.,Mémoires,France,82,11,Rosé
100340,Cavas Hill NV 1887 Rosado Sparkling (Cava),"Red in color, with berry and apple aromas, this is sweet, with a heavy body and light effervescence.",Cavas Hill,Spain,82,13,Sparkling Blend
100341,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),"The nose is muted, despite the slight spritz of the wine, while the palate is equally toned down. It's a rounded if not very expressive white wine.",Antoine Moltès & Fils,France,82,18,Pinot Gris
100342,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),"Plummy and hinting at black cherry, this wine is otherwise soft and simple, with a distracting, full-throttled descent into raisin cake and prune.",Pezzi King,US,82,48,Zinfandel
100343,Bellisco NV Sparkling (Cava),"Funky, yeasty aromas of cinnamon, spent lees and bread yeast dominate the nose. This feels foamy, with lightly vegetal flavors of apple that finish briny.",Bellisco,Spain,82,11,Sparkling Blend
100344,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),"Jumpy on the nose at first, but then green tea and grassy aromas take over. This PN is what it is: it tastes grassy, leafy and like green beans. Vegetal notes carry over to the finish.",Pura 8,Chile,81,20,Pinot Noir
100345,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),"Aromas of pumpkin, squash and corn chips are stale and not inviting. There's an acceptable mouthfeel to this weird, unbalanced Chardonnay along with flavors of spiced squash, mealy apple and sautéed root vegetables.",Viña Tarapacá,Chile,80,19,Chardonnay
100346,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),"This wine contains some material over 100 years old, but shows no signs of fragility. Instead, it's concentrated through age and should hold in the bottle indefinitely. It's dark coffee-brown in color, with delectable aromas of rancio, dried fig, molasses and black tea, yet despite enormous concentration avoids excessive weight. And it's amazingly complex and fresh on the nearly endless finish.",Chambers Rosewood Vineyards,Australia,100,350,Muscat
100347,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),"This deep brown wine smells like a damp, mossy cave. Then add complex rancio notes, plus maple syrup and molasses. It's full, round and harmonious, wonderfully rich yet without any sense of heaviness and long and bright on the finish.",Chambers Rosewood Vineyards,Australia,98,350,Muscadelle
100348,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),"Dusty, saffron-spiced earthiness is juxtaposed against intense mango and tangerine fruitiness in this deeply complex wine. It's unctuously sweet, but balanced by a piercing streak of acidity that penetrates through the midpalate. Spry and silken, it finishes on a long lingering whisper of honey and peach.",Robert Weil,Germany,97,775,Riesling
100349,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),"Deep mahogany. Dried fig and black tea on the nose, then concentrated mocha and molasses flavors, enlivened by candied orange zest. Full, rich and sweet, but surprisingly drinkable, with terrific intensity and length.",Chambers Rosewood Vineyards,Australia,97,100,Muscat
100350,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),"RunRig is always complex, and the 2012 doesn't disappoint in that regard, mixing bacony-meaty notes with hints of black olives and ripe plums. The tannins are supremely supple, but the acids are crisp, resulting in a long, mouthwatering finish. Drink now–2030.",Torbreck,Australia,97,225,Shiraz-Viognier
100351,Cavallotto 2010 Vignolo Riserva (Barolo),"After a few minutes in the glass, this stunning wine opens up to reveal classic Nebbiolo aromas of leather, tilled soil, underbrush, fragrant blue flower and ripe berry. The juicy concentrated palate dishes out layers of succulent black cherry, crushed raspberry, anise and pipe tobacco framed in firm, velvety tannins. Drink 2022–2035.",Cavallotto,Italy,97,150,Nebbiolo
100352,Oremus 2005 Eszencia (Tokaji),"This amber-colored Hungarian stunner has ethereal aromas of raw honey, beeswax, freshly baked tarte Tatin, canned apricot and fresh pear. It is silky smooth and creamy in the mouth with pronounced flavors of clover honey, pear tart and baked sweet apples. The acidity is perfectly balanced so you can appreciate its velvety richness without feeling that the sweetness is too cloying.",Oremus,Hungary,96,320,Furmint
100353,Rochioli 2014 South River Chardonnay (Russian River Valley),"Citrus-kissed saltiness lies at the core of this incredibly delicious, deliriously crafted wine, from the great grape grower in the heart of the Russian River Valley. Beautifully crisp, it lingers in stony minerality and a freshness of apricot, memorable from first sip to last.",Rochioli,US,96,68,Chardonnay
100354,Louis Latour 2014 Le Montrachet (Montrachet),"This beautiful, rich wine has yellow fruits and is concentrated, tightly textured and conveys a ripe character. The touches of wood are just right, adding spice to the opulent fruitiness. A mineral texture gives some tightness to the aftertaste. Drink from 2024.",Louis Latour,France,96,630,Chardonnay
100355,Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),"Whiffs of white mushroom, saffron and caramel lend complexity to this concentrated elixir of apricots and orange peels. It's honeyed and sweet but vivaciously balanced, glazing the palate in ethereal textures of gossamer and tulle. The caramel finish lingers endlessly.",Robert Weil,Germany,96,365,Riesling
100356,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",Rochioli,US,96,68,Chardonnay
100357,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),"Dusty, firm, powerful: just a few apt descriptors for this vintage of one of Heathcote's top wines. Mocha, licorice and blackberries feature on the nose, while the palate delivers more of the same—dark fruit, chocolate and plenty of spice. Best after 2020.",Jasper Hill,Australia,95,85,Shiraz
100358,Château de la Tour 2013 Vieilles Vignes (Clos de Vougeot),"Produced from vines more than 100 years old in the heart of the Clos de Vougeot vineyard, this is an impressive wine with a long future. The wood aging is already surrounded by ripe, intense black fruits. A fresher character comes from the bright acidity of the vintage, giving the wine a lift. The aftertaste is long and concentrated. Drink from 2024.",Château de la Tour,France,95,350,Pinot Noir
100359,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),"Intensely fragrant, this honey-sweet auslese wafts of ripe yellow peaches and caramelized sugar. Tropical mango, pineapple and melon collide on the palate before falling neatly in line against a strike of high-toned acidity. The finish is luxuriously long, peppered by a faint dusting of saffron. It's a stunner already but should shine brightly for decades to come.",Weingut Hans Bausch,Germany,95,66,Riesling
100360,Philippe Colin 2014 Les Chenevottes Premier Cru (Chassagne-Montrachet),"Up the slope above the Grand Cru of Le Montrachet, this vineyard once grew hemp (hence the name, cheneve). This poised wine is both stylish and rich, with good acidity allied to ripe apple and citrus fruits, cut through the mineral texture and promise a generous wine as it ages. Drink from 2020.",Philippe Colin,France,95,110,Chardonnay
100361,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),"Bacon and tapenade elements merge easily on the nose, followed by a wine that's full bodied and creamy textured on the palate. This is dark and meaty in profile, yet not heavy or cooked, with a long, harmonious finish. Drink now–2030.",Torbreck,Australia,95,125,Shiraz-Viognier
100362,Bel Colle 2012 Simposio (Barolo),"Enticing scents of ripe berry, underbrush, grilled herb and eucalyptus mingle together along with an underlying fragrance of rose petal. Elegant and fresh, the impeccably balanced palate delivers tart red cherry, cake spice, white pepper and mineral nuances alongside polished tannins. Drink 2018–2028.",Bel Colle,Italy,95,60,Nebbiolo
100363,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),"As impressive as the woman—a pioneer in the Napa Valley—was herself, this 100% varietal wine from the estate property high atop Diamond Mountain is powerfully elegant, intense yet refined. It begins with a high-toned, graceful entry that's rich in blueberry and chocolate, the oak smooth and integrated, with a suggestion of hand-rolled tobacco. Drink now through 2022.",J. Davies,US,95,200,Cabernet Sauvignon
100364,Louis Latour 2014 Criots-Bâtard-Montrachet,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.",Louis Latour,France,95,380,Chardonnay
100365,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),"For 2014, the Weber is the star of a very fine Winderlea lineup. Dark and deeply concentrated, it's jammed with black cherry fruit, annotated with anise and showing a hint of gunmetal. The tannins are ripe and taste of clean earth. This is a fine candidate for aging. Drink now through 2030.",Winderlea,US,95,48,Pinot Noir
100366,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),"The Taylor family selected Clare Valley for its Cabernet affinity, but this Shiraz is a knockout. Yes, it's oaky—full of menthol, vanilla and toasted coconut—but there's just enough black cherry and plum fruit to support the wood. It's a plush, full-bodied wine with immense appeal, for drinking now–2025.",Wakefield,Australia,95,60,Shiraz
100367,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),"This spends 12 months in oak and it shows: It offers aromas of liquid smoke and flavors of brown sugar, honey and caramel. The fruit is subdued, leaving the emphasis on the oak and mineral components. Try with rich but delicately flavored fish dishes or mild chèvres.",Cantina Terlano,Italy,88,21,Pinot Bianco
100368,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),"Aromas of mint, berry syrup and dense, lemony oak lay a good foundation for the heavy black fruit that comes on the palate atop a plush carpet of toasty, fresh-grained wood. The finish is round, tasty and mouthfilling, while overall the wine seems to dance due to popping acidity. This is Carmenère with a vital streak.",De Martino,Chile,88,10,Carmenère
100369,Montresor 2001 Bianco di Custoza,"A plump, juicy mouthful of citrusy fruit, worth trying with grilled or broiled seafood. The zesty lime aromas broaden out on the palate to include orange and tangerine flavors, making it tart but not too tart. Best Buy.",Montresor,Italy,88,11,Garganega
100370,Ronco del Gelso 1999 Chardonnay (Friuli),"This medium-weight wine flows effortlessly from start to finish, blending aromas of smoke and nuts with a citrusy core. Picks up savory nutty, cheesy notes (like a good Gruyère) on the long finish.",Ronco del Gelso,Italy,88,21,Chardonnay
100371,Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),"Mint again, with earth and tobacco; one taster found traces of bell pepper. Coffee and brown sugar further soften a supple, mature mouthfeel. Drink now.",Sebastiani,US,88,160,Cabernet Sauvignon
100372,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),"Fragrant, aromatic, grassy aromas give way to fresh, crisp, green fruit and gooseberry flavors. Finishes lively and vibrant.",Elena Walch,Italy,88,23,Sauvignon Blanc
100373,Gini 2002 Classico (Soave),"A fresh, crisp style of Soave, brimming with green plum and light acidity. It has concentration and a light touch in equal measure.",Gini,Italy,88,10,White Blend
100374,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),"Crisp, green, grassy wine with fresh acidity and herbeceous character. It is very New World with its tropical flavors and open, forward fruit.",Borgo Conventi,Italy,88,15,Sauvignon Blanc
100375,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),"An irresistibly drinkable white wine, filled with the juiciest flavors of citrus fruits, fig, melon and peach, and just the tiniest bit sweet. Crisp acidity cleanses the palate and leaves it feeling minty fresh on the long, spicy finish.",Ceago Vinegarden,US,88,19,Sauvignon Blanc
100376,Valiano 1997 Vino in Musica Sangiovese (Toscana),"A soft, ripe wine that manages to showcase tobacco, earth and black cherry flavors in a relatively lightweight format, finishing long and tart.",Valiano,Italy,88,40,Sangiovese
100377,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),"A well-judged, well-structured wine that balances fresh, crisp and light fruit against flavors of peaches, almonds and cinnamon. It will be better in two or three years' time.",Volpe Pasini,Italy,88,18,Pinot Grigio
100378,Zenato 2001 Vigneto Massoni White (Naoussa),"A fresh, tangy, vibrant wine that has ripe green plum and apple flavors alongside a layer of full, forward fruit.",Zenato,Greece,88,,White Blend
100379,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),"The color is appropriately light, the aromas appropriately floral and rose-like. Fleshy cherry flavors are balanced by a helping of greens and flowers. Light and elegant. Who would've thought Nebbiolo like this could come from Mexico?",L.A. Cetto,Mexico,88,18,Nebbiolo
100380,La Vis 2001 Bianco dei Sorni White (Trentino),"This blend of Chardonnay, Nosiola and Pinot Bianco offers up apples and cream on the nose, along with flavors of peach and citrus. It's a comfortable mix of fruit that finishes lively and fresh, making it a fine apéritif.",La Vis,Italy,88,15,White Blend
100381,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),"At first this is aggressive, with an aromatic note of wet dog along with blueberries. But soon it finds its legs and opens to display chocolate, espresso and a big batch of black plum and blackberry. The finish has full tannins and some coffee-like flavor. Currently it's wall-to-wall big, but it should settle down in no time and become a good red to drink on any occasion.",Lapostolle,Chile,88,12,Merlot
100382,Fratelli Zeni 2000 Vigne Alte (Bianco di Custoza),It's testament to this wine's balance that it remains so alive and fresh long after many other Biancos have faded. Intensely mineral aromas mix with notes of smoke and fresh apples; the flavors are earthy and hint at mineral oil. Long on the finish. Best Buy.,Fratelli Zeni,Italy,88,11,White Blend
100383,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),"With its herbal, traditional aromas, this New World Cabernet could impersonate and Old World model. The palate is tight and firm, with lively tannins and bracing acids. The flavors run toward plum and chocolate, and there's a bitter hint on the back palate. The finish is plummy and dark.",Carmen,Chile,88,15,Cabernet Sauvignon
100384,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),"This lovely Chardonnay has just the right blend of juicy peaches and subtle herbs and flowers to make it easy to drink, yet interesting enough to hold your attention. Finishes long and mouthwatering.",Tommasi,Italy,88,9,Chardonnay
100385,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),"Aromas of roses, pepper and spices make this an enticing wine. On the palate, it is ripe, soft, full-bodied and rich, lacking acidity, but otherwise classic Gewürztraminer.",San Michele Eppan,Italy,88,30,Gewürztraminer
100386,Vinoce 2001 Sauvignon Blanc (Rutherford),"Richly textured, viscous but with good acidty for balance. The wine shows pretty melon, citrus, herb, grass, peach and spice flavors and features a mineral edge that is fresh and clean at the end.",Vinoce,US,88,18,Sauvignon Blanc
100387,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),"A first-rate wine, with well-ripened flavors of blackberries, espresso, cola, tea, and bitter chocolate, but made more interesting by fresh acidity not often seen in today's better Merlots. This cool-climate wine also has sturdy tannins that suggest mid-term aging.",Merriam,US,88,34,Merlot
100388,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),"A great and versatile food wine. Its polished flavors of lime, fig and apricot are drizzled with Oriental spices and smoky oak. One of California's most consistent wines, and rich enough to stand in for Chardonnay.",Murphy-Goode,US,88,17,Sauvignon Blanc
100389,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),"Delicate and complex, a cool climate wine with a mixture of ripe cherry flavors and leaner ones of tobacco, tomato skin, and cranberry. Bone dry with excellent acidity, this somewhat tart wine is well made, and may be an ager.",Kynsi,US,88,25,Pinot Noir
100390,Cantina Terlano 2002 Terlano Classico White (Alto Adige),"A blend of grapes, so maybe it is not surprising that the aromas and flavors are a blend: melons, pears and limes, all presented with great freshness and verve alongside a rich texture. Editors' Choice.",Cantina Terlano,Italy,88,15,White Blend
100391,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),"Right off the bat this wine is pure and smooth. The nose is pretty, with cranberry and cassis. Next up is a palate of pure red fruit and only a light shading of oak. The finish draws applause for its clarity and buttery nuances. It's what a good Chilean Cabernet should be; it's ripe and easy to drink, yet fairly solid and impressive. Best Buy.",Casa Julia,Chile,88,12,Cabernet Sauvignon
100392,Valdivieso 2001 Reserve Chardonnay (Central Valley),"With full oak and pineapple aromas along with a big mouthful of spicy apple and pear fruit, this is no weakling. On the contrary, it's full and meaty, with a lot of texture and extract. The feel is healthy even if the acidity is on the low side. A very good wine to drink now; it probably won't age that well.",Valdivieso,Chile,88,14,Chardonnay
100393,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),"A lovely wine, made even more attractive by the value price. It has flavors and lemons and limes and a ripe, sweet edge of honey, although it's technically dry. The acidity is clean and refreshing.",Bridlewood,US,87,12,Sauvignon Blanc
100394,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),"Strongly oaked, but fresh, young and healthy in the nose. The smell of coconut and lemon curd is friendly and soft, while the palate is loaded with more lemon, coconut, pear and nutmeg. The texture is rich, and, for now, the acidity is bright. A solid Chardonnay for current drinking.",San Pedro,Chile,87,11,Chardonnay
100395,Undurraga 2001 Reserva Merlot (Maipo Valley),"Smooth smelling, with pure and fresh berry and plum aromas. Very young and a bit tangy on the palate, with cherry and berry flavors and an oaky, soft finish that goes sweet then sour, and lasts for a long time. In terms of structure, it's balanced, mildly tannic, yet meant for drinking now.",Undurraga,Chile,87,12,Merlot
100396,Conti Formentini 2001 Rylint White (Collio),"This is the first vintage of this blend of Chardonnay, Pinot Grigio and Sauvignon Blanc, named after the 16th-century abbess Rylint Formentini. Peppery in character, with rich, complex fruit, it has citric flavors, along with a sense of structure and acidity.",Conti Formentini,Italy,87,,White Blend
100397,Cline 2007 Ancient Vines Zinfandel (California),"Rich in spicy, briary berry-cherry and chocolate fruit, with ultra-smooth tannins, and just enough acidity to cut through barbecue sauce. It's a bit sweet and Porty on its own.",Cline,US,85,16,Zinfandel
100398,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),"Fresh aromas of red cherry and light berry fruit precede a palate that runs a little racy, with borderline tart plum and pie cherry flavors. A solid mouthfeel and mild, chalky tannins give it presence, and for sure it's a clean, sturdy wine. But that's really as far as it goes.",Cono Sur,Chile,85,15,Pinot Noir
100399,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),"On the plump but balanced side, with a perfumed nose that's almost sweet for SB. In the mouth, it's fairly lively and lifted, with nectarine and melon flavors that morph into pink grapefruit on the finish. Decent quality; will get the job done.",Aresti,Chile,85,13,Sauvignon Blanc
